343.00,156.00
342.00,156.00
341.00,159.00
341.00,163.00
340.00,166.00
339.00,170.00
339.00,174.00
338.00,179.00
337.00,182.00
337.00,186.00
336.00,190.00
335.00,194.00
334.00,200.00
334.00,204.00
333.00,209.00
333.00,215.00
331.00,220.00
330.00,225.00
329.00,230.00
328.00,234.00
326.00,238.00
326.00,244.00
324.00,249.00
323.00,253.00
321.00,258.00
319.00,261.00
319.00,266.00
317.00,270.00
316.00,274.00
315.00,277.00
313.00,281.00
312.00,283.00
312.00,286.00
311.00,289.00
311.00,292.00
310.00,296.00
309.00,298.00
309.00,302.00
309.00,304.00
308.00,307.00
308.00,310.00
308.00,312.00
308.00,313.00
308.00,316.00
308.00,317.00
308.00,318.00
309.00,318.00
313.00,317.00
316.00,315.00
319.00,313.00
324.00,312.00
326.00,311.00
331.00,311.00
333.00,310.00
337.00,308.00
340.00,306.00
345.00,304.00
348.00,303.00
353.00,300.00
357.00,298.00
361.00,296.00
366.00,296.00
370.00,295.00
375.00,294.00
378.00,293.00
381.00,292.00
384.00,291.00
387.00,290.00
390.00,289.00
393.00,289.00
396.00,288.00
398.00,287.00
400.00,286.00
403.00,285.00
405.00,284.00
407.00,283.00
410.00,282.00
412.00,281.00
414.00,281.00
417.00,280.00
418.00,279.00
420.00,278.00
422.00,277.00
424.00,276.00
426.00,275.00
426.00,274.00
427.00,274.00
428.00,274.00
429.00,274.00
430.00,274.00
432.00,276.00
432.00,279.00
432.00,281.00
432.00,284.00
432.00,287.00
432.00,288.00
432.00,291.00
432.00,295.00
432.00,297.00
431.00,301.00
430.00,304.00
429.00,309.00
428.00,312.00
427.00,317.00
427.00,322.00
426.00,325.00
425.00,330.00
425.00,333.00
424.00,337.00
423.00,340.00
422.00,345.00
422.00,348.00
421.00,352.00
421.00,355.00
421.00,359.00
421.00,362.00
421.00,367.00
421.00,370.00
421.00,374.00
421.00,376.00
421.00,380.00
421.00,383.00
421.00,385.00
421.00,388.00
421.00,390.00
421.00,393.00
420.00,396.00
420.00,398.00
420.00,401.00
420.00,404.00
420.00,407.00
420.00,410.00
420.00,413.00
420.00,416.00
419.00,419.00
419.00,421.00
419.00,423.00
418.00,425.00
418.00,426.00
418.00,427.00
418.00,429.00
418.00,430.00
418.00,432.00
418.00,433.00
417.00,434.00
417.00,435.00
417.00,436.00
417.00,437.00
417.00,438.00
417.00,439.00
