399.00,247.00
399.00,251.00
400.00,259.00
402.00,265.00
402.00,272.00
402.00,280.00
402.00,288.00
402.00,296.00
402.00,306.00
402.00,317.00
402.00,326.00
402.00,334.00
402.00,342.00
402.00,351.00
402.00,359.00
402.00,367.00
402.00,376.00
402.00,382.00
402.00,388.00
402.00,395.00
402.00,399.00
402.00,402.00
402.00,405.00
402.00,408.00
402.00,411.00
402.00,414.00
402.00,416.00
402.00,418.00
402.00,419.00
402.00,421.00
402.00,423.00
402.00,425.00
402.00,426.00
402.00,427.00
402.00,428.00
402.00,430.00
402.00,431.00
