460.00,262.00
460.00,261.00
460.00,258.00
460.00,255.00
458.00,252.00
457.00,248.00
456.00,246.00
456.00,243.00
455.00,240.00
454.00,239.00
453.00,237.00
451.00,235.00
450.00,233.00
449.00,232.00
448.00,231.00
446.00,229.00
444.00,227.00
442.00,226.00
440.00,223.00
438.00,222.00
434.00,220.00
432.00,219.00
429.00,218.00
428.00,218.00
425.00,216.00
423.00,215.00
421.00,215.00
419.00,215.00
418.00,215.00
415.00,215.00
413.00,215.00
412.00,215.00
411.00,215.00
409.00,215.00
408.00,215.00
407.00,215.00
405.00,215.00
403.00,216.00
402.00,216.00
400.00,217.00
398.00,218.00
398.00,219.00
397.00,221.00
395.00,223.00
394.00,224.00
393.00,225.00
391.00,226.00
390.00,227.00
389.00,228.00
388.00,229.00
386.00,232.00
383.00,233.00
382.00,236.00
380.00,239.00
378.00,240.00
376.00,243.00
376.00,245.00
374.00,247.00
373.00,248.00
372.00,250.00
371.00,251.00
370.00,253.00
369.00,255.00
368.00,256.00
368.00,258.00
366.00,262.00
365.00,264.00
364.00,267.00
364.00,269.00
363.00,272.00
363.00,275.00
363.00,277.00
363.00,279.00
363.00,282.00
363.00,284.00
363.00,286.00
363.00,289.00
363.00,291.00
364.00,293.00
364.00,294.00
365.00,297.00
365.00,298.00
366.00,301.00
366.00,302.00
366.00,304.00
367.00,306.00
368.00,308.00
368.00,309.00
369.00,312.00
370.00,313.00
372.00,314.00
373.00,315.00
375.00,317.00
376.00,319.00
378.00,320.00
381.00,322.00
383.00,323.00
384.00,324.00
387.00,325.00
389.00,326.00
390.00,327.00
392.00,328.00
394.00,328.00
396.00,328.00
398.00,328.00
398.00,329.00
400.00,329.00
401.00,329.00
403.00,329.00
405.00,329.00
406.00,329.00
408.00,329.00
411.00,329.00
412.00,329.00
414.00,329.00
417.00,328.00
419.00,328.00
421.00,327.00
424.00,325.00
426.00,324.00
428.00,322.00
430.00,321.00
432.00,320.00
434.00,318.00
436.00,315.00
438.00,313.00
440.00,310.00
441.00,308.00
442.00,306.00
445.00,303.00
446.00,300.00
446.00,299.00
447.00,296.00
447.00,294.00
448.00,291.00
448.00,289.00
449.00,287.00
449.00,285.00
449.00,284.00
449.00,280.00
449.00,279.00
450.00,276.00
450.00,275.00
451.00,272.00
452.00,269.00
452.00,268.00
453.00,265.00
454.00,262.00
454.00,261.00
454.00,260.00
454.00,259.00
454.00,258.00
454.00,257.00
456.00,255.00
456.00,253.00
456.00,252.00
456.00,251.00
456.00,250.00
458.00,250.00
460.00,251.00
