58.00,256.00
57.00,255.00
55.00,254.00
52.00,252.00
50.00,251.00
48.00,248.00
46.00,246.00
43.00,243.00
42.00,242.00
39.00,238.00
37.00,236.00
36.00,233.00
35.00,229.00
34.00,227.00
33.00,223.00
33.00,221.00
33.00,217.00
33.00,213.00
33.00,209.00
34.00,204.00
35.00,200.00
35.00,197.00
37.00,193.00
39.00,190.00
42.00,186.00
44.00,183.00
47.00,179.00
50.00,175.00
54.00,172.00
57.00,169.00
61.00,167.00
64.00,164.00
68.00,162.00
72.00,160.00
77.00,158.00
81.00,156.00
85.00,156.00
89.00,156.00
94.00,155.00
99.00,155.00
102.00,154.00
106.00,154.00
110.00,154.00
115.00,154.00
119.00,154.00
123.00,154.00
128.00,154.00
133.00,154.00
137.00,153.00
142.00,153.00
145.00,153.00
149.00,152.00
152.00,152.00
154.00,151.00
157.00,150.00
159.00,149.00
162.00,149.00
165.00,147.00
166.00,146.00
169.00,144.00
172.00,141.00
173.00,140.00
175.00,137.00
177.00,135.00
179.00,134.00
180.00,132.00
181.00,129.00
182.00,127.00
184.00,126.00
185.00,124.00
186.00,123.00
187.00,121.00
188.00,120.00
188.00,119.00
189.00,118.00
190.00,117.00
191.00,116.00
191.00,115.00
191.00,113.00
190.00,111.00
188.00,109.00
186.00,107.00
182.00,106.00
181.00,106.00
178.00,106.00
175.00,106.00
173.00,106.00
170.00,106.00
168.00,106.00
167.00,106.00
166.00,106.00
164.00,107.00
161.00,110.00
159.00,113.00
157.00,116.00
155.00,120.00
153.00,122.00
152.00,126.00
150.00,130.00
149.00,134.00
147.00,137.00
146.00,141.00
145.00,145.00
144.00,149.00
144.00,153.00
142.00,157.00
141.00,162.00
141.00,166.00
140.00,171.00
139.00,175.00
138.00,180.00
138.00,185.00
138.00,189.00
138.00,193.00
138.00,197.00
138.00,201.00
138.00,206.00
138.00,209.00
139.00,213.00
139.00,216.00
140.00,221.00
141.00,225.00
142.00,230.00
143.00,234.00
144.00,237.00
145.00,242.00
146.00,245.00
147.00,250.00
148.00,253.00
149.00,257.00
150.00,260.00
152.00,265.00
152.00,269.00
153.00,273.00
154.00,278.00
155.00,281.00
156.00,286.00
156.00,288.00
156.00,293.00
156.00,295.00
